timestamp,open,close,xbtusd_daily_change,BCHZ19_daily_btc,BCHZ19_daily_usd,BCHZ19_cumulative_btc
2019-12-13 00:00:00+00:00,7196.5,7187.0,-0.13,0.0,-0.13,-7.63
2019-12-15 00:00:00+00:00,7242.0,7060.5,-2.51,0.28,-2.23,-7.35
2019-12-17 00:00:00+00:00,7107.5,6873.0,-3.3,-2.33,-5.63,-9.68
2019-12-18 00:00:00+00:00,6873.0,6611.5,-3.8,-6.64,-10.44,-16.32
2019-12-20 00:00:00+00:00,7288.0,7148.5,-1.91,0.77,-1.14,-15.55
2019-12-22 00:00:00+00:00,7186.5,7140.0,-0.65,-0.31,-0.96,-15.86
2019-12-24 00:00:00+00:00,7509.5,7312.0,-2.63,-1.26,-3.89,-17.12
2019-12-25 00:00:00+00:00,7312.0,7249.0,-0.86,0.42,-0.44,-16.7
2019-12-26 00:00:00+00:00,7249.0,7194.5,-0.75,-0.88,-1.63,-17.58
2019-12-27 00:00:00+00:00,7194.5,7190.0,-0.06,1.2,1.14,-16.38
